loan_id,customer_id,branch_id,loan_type,principal,outstanding,interest_rate,emi,tenure_months,disbursed_date,status,dpd
LN00006071,CUST0002406,BR0013,HomeLoan,177917.88,75280.32,7.53,2694.72,240,2024-12-01,Active,0
LN00006072,CUST0008004,BR0038,HomeLoan,134586.23,78110.35,7.1,6099.3,240,2025-02-20,Active,0
LN00006073,CUST0008786,BR0035,PersonalLoan,968232.02,38392.57,11.93,7711.5,120,2019-07-17,Active,0
LN00006074,CUST0001433,BR0009,HomeLoan,110853.94,5853.19,14.84,2718.23,60,2024-05-03,Closed,0
LN00006075,CUST0009643,BR0017,EducationLoan,377083.34,12492.45,15.64,1734.4,12,2021-06-08,Closed,142
LN00006076,CUST0004504,BR0050,AutoLoan,39512.18,77492.33,7.63,3788.19,180,2020-06-19,Active,0
LN00006077,CUST0002164,BR0014,HomeLoan,506536.09,61313.53,15.99,2807.52,240,2025-10-07,Active,0
LN00006078,CUST0007447,BR0042,HomeLoan,30941.74,33228.98,16.13,688.6,180,2021-11-20,Restructured,0
LN00006079,CUST0001339,BR0026,PersonalLoan,37569.29,36248.2,14.65,6211.02,120,2025-04-22,Active,0
LN00006080,CUST0000731,BR0023,AutoLoan,88142.93,215020.32,9.38,3640.86,84,2023-12-08,Closed,0
LN00006081,CUST0006368,BR0024,HomeLoan,362942.34,84691.04,14.85,1705.54,12,2019-07-03,Active,0
LN00006082,CUST0005437,BR0018,PersonalLoan,107879.86,18814.9,7.0,5037.66,48,2022-07-20,Active,0
LN00006083,CUST0003270,BR0029,HomeLoan,239873.14,67973.18,9.66,1265.79,84,2021-06-18,Active,0
LN00006084,CUST0002898,BR0009,EducationLoan,102246.32,44319.35,11.51,5495.24,48,2021-01-29,Closed,0
LN00006085,CUST0001573,BR0044,PersonalLoan,2245631.32,28144.76,10.91,4321.91,240,2022-10-10,Active,0
LN00006086,CUST0008666,BR0015,PersonalLoan,1274910.78,67869.45,13.74,14374.21,180,2020-11-13,Closed,0
LN00006087,CUST0006082,BR0034,EducationLoan,63092.41,27714.81,13.8,2003.58,240,2023-03-07,Active,0
LN00006088,CUST0004807,BR0005,PersonalLoan,391794.58,54954.49,11.15,6079.66,120,2023-11-10,Closed,0
LN00006089,CUST0000822,BR0019,GoldLoan,2944134.64,12184.1,12.15,1772.7,120,2022-02-18,Closed,0
LN00006090,CUST0008128,BR0047,AutoLoan,44519.65,92742.85,10.42,1809.1,240,2023-09-26,Active,0
LN00006091,CUST0007750,BR0020,AutoLoan,64596.64,4975.82,9.38,16522.71,84,2019-11-18,Active,0
LN00006092,CUST0007669,BR0001,PersonalLoan,197260.95,116974.93,11.42,2823.34,60,2025-08-21,Active,0
LN00006093,CUST0008297,BR0035,PersonalLoan,158316.24,134083.12,11.45,3376.79,180,2023-07-16,Active,0
LN00006094,CUST0009339,BR0006,PersonalLoan,135037.06,22865.24,11.92,13236.73,84,2021-07-22,NPA,0
LN00006095,CUST0003478,BR0015,PersonalLoan,797128.69,75097.39,6.94,2575.37,120,2021-06-11,Active,0
LN00006096,CUST0001163,BR0023,HomeLoan,34942.99,24380.26,10.92,11755.56,240,2020-01-11,Active,0
LN00006097,CUST0007200,BR0025,HomeLoan,15531.16,23578.41,15.66,10721.65,60,2025-02-19,Active,0
LN00006098,CUST0002540,BR0005,PersonalLoan,141294.79,557846.43,10.85,8297.23,12,2020-01-03,Closed,0
LN00006099,CUST0000255,BR0026,PersonalLoan,471595.1,263380.22,12.46,4244.76,240,2025-12-16,Active,0
LN00006100,CUST0008495,BR0025,HomeLoan,201258.47,4841.25,12.41,5921.21,240,2022-08-09,Restructured,0
LN00006101,CUST0003281,BR0036,AutoLoan,72008.37,186281.71,16.47,2588.01,36,2022-08-06,Active,0
LN00006102,CUST0002650,BR0014,PersonalLoan,422562.43,88414.46,15.52,2515.17,84,2026-02-19,Active,0
LN00006103,CUST0005295,BR0025,EducationLoan,69765.43,297011.24,13.39,3160.84,60,2022-05-12,Closed,0
LN00006104,CUST0007177,BR0015,HomeLoan,44412.46,91565.92,10.56,9675.5,84,2019-12-28,Active,0
LN00006105,CUST0003749,BR0006,PersonalLoan,137610.09,26021.55,14.14,9071.71,240,2022-02-19,Active,0
LN00006106,CUST0008578,BR0011,PersonalLoan,161717.15,877775.61,8.98,3643.48,12,2020-09-17,Active,0
LN00006107,CUST0009235,BR0017,HomeLoan,167724.7,604941.82,16.49,2097.61,180,2024-07-16,Closed,0
LN00006108,CUST0007070,BR0015,HomeLoan,115873.24,455368.11,8.77,5940.35,24,2023-08-16,Active,0
LN00006109,CUST0003633,BR0049,HomeLoan,2520732.12,6247.07,11.65,4477.44,36,2024-12-15,Active,0
LN00006110,CUST0006595,BR0024,PersonalLoan,65445.83,253952.41,14.54,2298.44,36,2025-11-15,NPA,0
LN00006111,CUST0008762,BR0039,AutoLoan,64116.56,37739.36,14.08,17933.99,24,2023-06-26,Active,0
LN00006112,CUST0005866,BR0034,HomeLoan,126854.38,221311.58,7.47,10224.61,12,2019-11-08,Restructured,0
LN00006113,CUST0004250,BR0004,HomeLoan,592040.84,384089.82,7.2,1881.43,36,2020-11-26,Closed,0
LN00006114,CUST0006934,BR0040,AutoLoan,719600.53,477661.23,8.88,6376.99,12,2022-06-30,NPA,0
LN00006115,CUST0003763,BR0042,EducationLoan,22449.24,2838.07,13.39,12259.83,12,2024-11-13,Closed,0
LN00006116,CUST0004065,BR0044,AutoLoan,322668.68,455283.7,8.91,14390.69,60,2024-08-19,Active,0
LN00006117,CUST0007870,BR0023,PersonalLoan,30372.98,56050.24,15.01,7860.3,120,2020-08-07,Closed,0
LN00006118,CUST0004692,BR0026,AutoLoan,382835.1,128339.52,8.32,5498.14,60,2022-06-24,Active,0
LN00006119,CUST0003804,BR0038,PersonalLoan,35410.3,308039.24,7.14,9206.83,24,2025-01-27,Closed,0
LN00006120,CUST0004049,BR0022,HomeLoan,74186.95,268928.46,8.0,3849.2,48,2019-05-16,Closed,0
LN00006121,CUST0001430,BR0045,EducationLoan,41122.57,78748.36,8.7,8327.41,36,2025-01-28,Active,2
LN00006122,CUST0002803,BR0047,HomeLoan,18309.1,122351.22,16.47,4598.59,120,2021-03-31,Closed,0
LN00006123,CUST0003552,BR0031,HomeLoan,74307.94,9203.07,13.18,7499.39,240,2019-09-24,NPA,0
LN00006124,CUST0005245,BR0007,EducationLoan,56481.84,176868.9,7.28,34997.98,48,2020-10-05,Active,0
LN00006125,CUST0006107,BR0043,HomeLoan,15252.38,13167.67,12.63,5208.35,120,2023-02-08,Active,0
LN00006126,CUST0000898,BR0024,PersonalLoan,22952.49,370177.81,10.26,2015.92,120,2023-12-04,Active,0
LN00006127,CUST0000363,BR0021,EducationLoan,47573.57,45319.51,14.54,7875.72,240,2023-05-03,Active,0
LN00006128,CUST0005728,BR0019,HomeLoan,114054.69,217198.25,7.3,10045.28,120,2020-12-03,Active,0
LN00006129,CUST0007757,BR0038,AutoLoan,325361.29,7692.08,15.68,8624.45,60,2023-05-15,Closed,0
LN00006130,CUST0006875,BR0042,PersonalLoan,166376.59,109199.17,11.41,8404.0,36,2021-03-09,Active,0
LN00006131,CUST0009095,BR0006,AutoLoan,40347.54,27882.46,10.77,1149.18,60,2023-09-04,Active,0
LN00006132,CUST0002487,BR0013,PersonalLoan,469903.57,25380.37,16.25,9558.31,120,2024-04-09,Closed,0
LN00006133,CUST0006290,BR0017,HomeLoan,465567.19,57896.1,11.68,22947.42,120,2020-02-05,Restructured,0
LN00006134,CUST0005656,BR0030,HomeLoan,147136.88,115038.6,16.16,5099.81,180,2021-01-19,Active,0
LN00006135,CUST0008565,BR0025,AutoLoan,183717.99,485682.23,12.47,4028.95,120,2023-02-26,Active,0
LN00006136,CUST0008304,BR0016,HomeLoan,425458.72,12780.25,15.48,5993.76,180,2025-09-21,Active,0
LN00006137,CUST0001502,BR0007,PersonalLoan,403241.55,17444.75,10.16,3930.47,12,2024-04-09,Closed,0
LN00006138,CUST0003930,BR0028,HomeLoan,72947.12,136606.8,12.2,13582.81,120,2024-12-15,Active,0
LN00006139,CUST0008430,BR0026,HomeLoan,983193.24,108942.0,13.65,4465.58,120,2024-09-27,Active,0
LN00006140,CUST0000940,BR0041,PersonalLoan,128787.99,19270.87,13.94,2277.46,60,2022-02-01,Active,0
LN00006141,CUST0006424,BR0048,HomeLoan,446317.28,168999.84,15.42,3145.02,24,2023-12-30,NPA,0
LN00006142,CUST0004175,BR0028,HomeLoan,616819.42,39856.8,14.6,5928.66,60,2023-08-20,Active,0
LN00006143,CUST0007536,BR0006,GoldLoan,41625.2,5039.09,6.84,4471.46,24,2019-05-14,Closed,0
LN00006144,CUST0009832,BR0028,HomeLoan,332181.8,393958.63,8.28,3635.34,12,2026-02-20,Active,0
LN00006145,CUST0005785,BR0045,HomeLoan,21841.61,313283.05,16.4,5868.82,36,2019-11-19,Active,0
LN00006146,CUST0000473,BR0009,PersonalLoan,219754.79,28394.59,14.77,3644.31,240,2021-07-18,Closed,107
LN00006147,CUST0002921,BR0010,HomeLoan,1161180.85,10102.62,8.65,18415.34,36,2023-09-12,Closed,0
LN00006148,CUST0009331,BR0002,HomeLoan,64575.16,17319.81,12.91,4353.2,36,2022-11-26,Closed,0
LN00006149,CUST0007374,BR0005,HomeLoan,79617.99,56684.98,8.29,15785.35,120,2025-04-18,Closed,0
LN00006150,CUST0001944,BR0003,HomeLoan,20886.61,38570.47,15.16,17919.25,48,2019-03-22,Active,0
LN00006151,CUST0002025,BR0029,HomeLoan,48950.44,371028.97,13.39,3863.17,60,2025-05-20,Active,0
LN00006152,CUST0006209,BR0029,HomeLoan,145002.3,149974.82,11.32,34364.23,120,2020-04-26,Active,0
LN00006153,CUST0000519,BR0027,AutoLoan,126951.99,52100.48,11.02,6773.14,120,2021-03-09,Closed,0
LN00006154,CUST0008919,BR0008,PersonalLoan,221702.59,46951.86,14.98,9332.17,240,2021-05-10,Active,101
LN00006155,CUST0004038,BR0002,HomeLoan,152088.75,151718.29,8.96,1630.31,48,2022-11-12,Active,0
LN00006156,CUST0000296,BR0021,HomeLoan,183273.23,32763.83,11.85,4920.73,12,2023-05-29,Active,0
LN00006157,CUST0006886,BR0030,HomeLoan,171246.64,13272.95,7.25,2904.22,240,2021-05-31,Active,0
LN00006158,CUST0008259,BR0031,PersonalLoan,146678.05,12486.65,8.57,7474.57,60,2021-01-02,Active,0
LN00006159,CUST0006342,BR0015,PersonalLoan,58934.55,9419.0,15.4,4188.03,120,2022-11-13,Active,0
LN00006160,CUST0002204,BR0022,HomeLoan,898348.47,15940.7,15.42,1337.74,240,2025-10-19,Active,48
LN00006161,CUST0004002,BR0027,PersonalLoan,118700.42,39824.04,11.76,1683.26,180,2021-07-03,Active,0
LN00006162,CUST0002333,BR0032,AutoLoan,240444.49,4366.35,11.41,7265.6,84,2019-07-07,Active,0
LN00006163,CUST0003318,BR0033,GoldLoan,167509.5,26180.29,11.62,758.03,84,2019-12-23,Active,0
LN00006164,CUST0003247,BR0030,PersonalLoan,470826.1,30715.2,13.8,17206.33,240,2021-12-27,Closed,0
LN00006165,CUST0007399,BR0003,HomeLoan,135876.77,316477.34,9.69,2819.54,60,2019-07-27,Active,0
LN00006166,CUST0009485,BR0045,HomeLoan,105907.03,57148.24,12.11,2909.16,84,2025-06-06,NPA,0
LN00006167,CUST0009833,BR0036,HomeLoan,553862.5,57901.67,15.27,9857.68,48,2021-08-19,Closed,0
LN00006168,CUST0006361,BR0050,PersonalLoan,481325.05,1145.09,16.32,16355.65,120,2022-11-09,Closed,0
LN00006169,CUST0002361,BR0024,PersonalLoan,700062.18,29751.93,7.67,7566.28,84,2024-10-09,Active,0
LN00006170,CUST0003108,BR0047,GoldLoan,84996.69,107452.33,15.78,17474.68,120,2024-02-29,Closed,0
LN00006171,CUST0009517,BR0040,HomeLoan,397580.94,672040.76,13.54,7274.62,120,2023-09-04,Active,0
LN00006172,CUST0001954,BR0038,PersonalLoan,236287.23,42049.45,16.34,5297.15,60,2026-02-13,Closed,0
LN00006173,CUST0002199,BR0025,HomeLoan,168692.51,13951.38,10.88,2976.22,12,2024-06-03,Active,0
LN00006174,CUST0009595,BR0039,AutoLoan,312041.53,60159.61,11.11,1035.32,240,2021-10-28,Closed,0
LN00006175,CUST0005220,BR0050,GoldLoan,67524.98,23658.54,8.08,3396.46,120,2020-06-13,Closed,121
LN00006176,CUST0006671,BR0021,HomeLoan,346138.01,724959.59,13.06,4352.36,12,2024-12-26,Active,0
LN00006177,CUST0009022,BR0011,AutoLoan,21867.02,105081.1,10.69,12710.79,180,2022-01-27,Closed,0
LN00006178,CUST0007038,BR0002,HomeLoan,509947.47,14563.03,16.04,3471.56,60,2025-10-15,Active,0
LN00006179,CUST0009525,BR0009,AutoLoan,1015958.79,46170.41,10.6,10970.07,120,2020-07-06,Active,0
LN00006180,CUST0001636,BR0047,HomeLoan,13848488.12,1960.96,7.53,1793.49,60,2020-02-13,Closed,0
LN00006181,CUST0008836,BR0028,EducationLoan,161421.54,41795.28,13.47,21257.37,180,2025-07-23,Active,0
LN00006182,CUST0005754,BR0017,EducationLoan,3306767.62,188557.45,16.27,1830.15,24,2025-01-12,Active,0
LN00006183,CUST0004466,BR0001,PersonalLoan,115450.18,207016.69,10.52,3196.1,240,2022-11-21,NPA,0
LN00006184,CUST0003711,BR0020,PersonalLoan,141481.38,134419.4,8.29,2531.36,12,2024-10-31,Closed,0
LN00006185,CUST0005453,BR0039,HomeLoan,329393.64,128826.34,11.64,1784.42,84,2019-05-07,NPA,0
LN00006186,CUST0008171,BR0035,PersonalLoan,100702.27,2914.09,10.49,7060.5,84,2022-02-18,Active,0
LN00006187,CUST0000513,BR0029,PersonalLoan,2829696.3,5020.81,10.13,2854.56,180,2022-03-23,Active,0
LN00006188,CUST0003955,BR0034,PersonalLoan,341068.94,18710.35,10.08,6315.06,180,2025-11-03,Closed,0
LN00006189,CUST0006145,BR0022,EducationLoan,160475.32,124795.05,10.78,1911.44,84,2023-03-18,Active,0
LN00006190,CUST0005180,BR0015,PersonalLoan,572930.5,103501.09,12.96,4587.59,84,2019-11-07,Active,0
LN00006191,CUST0008933,BR0011,HomeLoan,81192.15,314234.45,16.04,524.25,84,2023-07-20,Active,0
LN00006192,CUST0005732,BR0012,HomeLoan,519338.94,13814.11,8.33,4942.75,12,2023-11-12,Active,0
LN00006193,CUST0002300,BR0010,HomeLoan,215268.28,41707.78,12.37,39084.38,12,2021-02-06,Active,0
LN00006194,CUST0001422,BR0004,HomeLoan,135965.86,1048758.01,7.29,9471.28,60,2022-04-07,Active,0
LN00006195,CUST0009992,BR0024,PersonalLoan,15831.97,21714.15,11.93,8905.4,24,2024-11-06,Active,0
LN00006196,CUST0005357,BR0007,PersonalLoan,2809328.35,309232.56,11.64,2175.36,180,2024-12-03,Active,0
LN00006197,CUST0000661,BR0021,PersonalLoan,224110.68,17313.43,12.11,34716.77,60,2021-04-05,Active,0
LN00006198,CUST0004149,BR0031,HomeLoan,198735.93,34734.56,7.37,4416.26,24,2022-09-06,Active,0
LN00006199,CUST0002137,BR0024,HomeLoan,213018.23,51374.49,13.82,2438.64,180,2020-08-11,Active,0
LN00006200,CUST0004678,BR0027,HomeLoan,337678.1,868277.95,9.75,23677.64,60,2020-04-27,Active,0
LN00006201,CUST0009196,BR0036,HomeLoan,47195.93,728550.41,7.99,7257.7,120,2022-07-15,Active,0
LN00006202,CUST0002830,BR0044,PersonalLoan,53913.23,192134.35,12.52,4082.29,84,2025-01-02,Active,0
LN00006203,CUST0008543,BR0004,AutoLoan,430540.21,185639.37,9.94,1605.0,48,2020-10-30,Active,0
LN00006204,CUST0001339,BR0034,HomeLoan,44863.86,69030.01,14.3,1848.4,180,2025-01-24,Active,0
LN00006205,CUST0004430,BR0036,EducationLoan,786856.88,39923.39,10.65,4086.67,24,2025-11-23,Active,0
LN00006206,CUST0009670,BR0005,HomeLoan,166389.98,37367.34,9.58,1511.5,120,2022-02-07,Active,0
LN00006207,CUST0005039,BR0043,HomeLoan,226540.67,8565.47,6.89,4346.99,36,2022-02-04,NPA,0
LN00006208,CUST0005500,BR0037,PersonalLoan,3495253.91,7174795.37,8.29,19540.68,180,2020-01-26,Closed,0
LN00006209,CUST0007419,BR0009,PersonalLoan,701257.14,13165.78,14.48,19786.83,180,2025-04-25,Active,0
LN00006210,CUST0000888,BR0002,AutoLoan,235559.73,80023.8,16.11,6897.78,60,2021-11-11,Closed,0
LN00006211,CUST0004930,BR0003,HomeLoan,217846.68,1130155.67,13.64,1155.33,180,2025-01-26,Active,0
LN00006212,CUST0002714,BR0033,HomeLoan,297361.91,2737.46,9.38,4882.13,36,2020-10-13,Closed,0
LN00006213,CUST0009068,BR0013,HomeLoan,266291.47,16183.29,10.23,3571.05,36,2025-07-26,Active,0
LN00006214,CUST0008223,BR0026,EducationLoan,322027.25,88898.14,11.67,4251.65,240,2024-01-15,Closed,0
LN00006215,CUST0008637,BR0015,PersonalLoan,400960.1,16321.19,13.95,5318.12,180,2020-03-21,Closed,0
LN00006216,CUST0003139,BR0022,PersonalLoan,384206.58,41245.49,15.12,4922.93,48,2023-01-27,Active,0
LN00006217,CUST0008702,BR0004,HomeLoan,272290.3,64826.67,16.12,8164.23,84,2020-03-29,Closed,0
LN00006218,CUST0003218,BR0046,HomeLoan,96436.56,76111.66,13.52,1201.34,84,2020-03-06,Closed,0
LN00006219,CUST0007233,BR0037,PersonalLoan,91742.99,38792.93,8.44,4020.27,180,2025-01-22,Active,0
LN00006220,CUST0000361,BR0045,HomeLoan,1364247.59,4231.72,9.19,7602.23,60,2021-06-26,Closed,0
LN00006221,CUST0006080,BR0021,HomeLoan,307428.9,128320.29,14.29,10460.29,240,2021-07-31,Active,140
LN00006222,CUST0004707,BR0024,EducationLoan,63274.45,115026.95,15.94,2162.58,84,2023-01-06,Active,0
LN00006223,CUST0007638,BR0016,HomeLoan,50599.55,11561.74,15.8,5941.09,36,2022-03-19,Active,0
LN00006224,CUST0003073,BR0002,HomeLoan,62437.78,377368.27,16.1,9383.49,12,2021-10-29,Active,0
LN00006225,CUST0007843,BR0004,EducationLoan,188411.82,72231.2,12.82,855.83,84,2020-11-06,Closed,0
LN00006226,CUST0005165,BR0012,HomeLoan,283244.22,20615.93,13.29,6690.79,60,2024-09-11,Closed,0
LN00006227,CUST0000561,BR0012,PersonalLoan,722250.0,99639.12,15.63,5778.59,180,2025-05-27,Active,0
LN00006228,CUST0008439,BR0032,HomeLoan,85740.82,394839.2,16.21,7330.1,36,2019-06-12,Active,0
LN00006229,CUST0008195,BR0024,HomeLoan,115064.21,91723.43,10.02,4992.61,12,2022-07-21,Active,0
LN00006230,CUST0001752,BR0018,EducationLoan,255574.43,5038.67,7.66,7241.82,12,2020-08-09,Active,0
LN00006231,CUST0002421,BR0013,HomeLoan,182099.82,74998.85,11.87,5427.02,12,2023-09-01,Active,0
LN00006232,CUST0008338,BR0045,PersonalLoan,565709.0,3248.6,13.21,6431.96,24,2022-12-20,Restructured,0
LN00006233,CUST0005948,BR0042,PersonalLoan,596822.36,127985.16,11.75,1715.09,12,2022-05-25,Active,0
LN00006234,CUST0000881,BR0002,EducationLoan,53828.22,116306.38,13.32,9172.48,60,2020-02-26,Active,0
LN00006235,CUST0005804,BR0027,HomeLoan,400553.04,88067.5,9.97,16451.08,180,2021-06-13,Closed,0
LN00006236,CUST0009447,BR0049,PersonalLoan,81745.04,44405.11,7.78,1640.91,24,2022-11-11,NPA,0
LN00006237,CUST0005368,BR0047,HomeLoan,9473.33,154505.52,6.92,4419.78,60,2023-07-09,Active,0
LN00006238,CUST0001703,BR0039,PersonalLoan,921448.01,92878.27,9.33,16041.28,48,2024-05-09,Active,0
LN00006239,CUST0007293,BR0018,GoldLoan,266279.05,13550.99,10.63,1207.96,24,2022-09-23,Active,0
LN00006240,CUST0008765,BR0013,HomeLoan,680396.72,47340.81,12.84,3516.29,12,2021-10-25,Active,0
LN00006241,CUST0007599,BR0022,PersonalLoan,152585.87,253393.68,7.8,6613.74,24,2025-03-22,Closed,0
LN00006242,CUST0004002,BR0007,PersonalLoan,3550215.79,30265.87,13.85,14127.07,60,2025-07-04,Closed,0
LN00006243,CUST0004551,BR0044,HomeLoan,176206.81,199966.39,7.46,4758.27,60,2022-05-13,Active,0
LN00006244,CUST0008326,BR0012,PersonalLoan,24026.32,35865.03,10.84,3237.1,60,2024-03-29,NPA,55
LN00006245,CUST0001952,BR0047,AutoLoan,307098.16,5076.7,10.16,2986.79,84,2019-04-01,Active,0
LN00006246,CUST0004375,BR0002,EducationLoan,88007.62,70759.91,8.63,2522.45,240,2022-04-09,Active,0
LN00006247,CUST0003009,BR0031,AutoLoan,248948.07,83331.86,9.62,8993.48,120,2021-07-10,Closed,0
LN00006248,CUST0006485,BR0006,PersonalLoan,397085.44,129699.46,16.38,5667.03,24,2025-01-20,Closed,0
LN00006249,CUST0005232,BR0047,HomeLoan,1064313.86,56243.29,7.04,5705.0,84,2025-07-14,Closed,0
LN00006250,CUST0009816,BR0039,PersonalLoan,19112.47,58705.59,15.38,2341.93,84,2022-05-27,Active,0
LN00006251,CUST0009981,BR0034,PersonalLoan,231175.85,366674.03,10.88,1230.32,120,2022-03-20,Active,0
LN00006252,CUST0004078,BR0003,PersonalLoan,160153.97,2450.32,10.67,7115.13,36,2025-06-07,Active,0
LN00006253,CUST0001723,BR0020,PersonalLoan,14588.49,387355.44,15.25,2021.38,84,2020-06-25,Active,147
LN00006254,CUST0008878,BR0043,HomeLoan,109199.82,20305.17,13.52,1779.08,240,2024-01-07,Active,0
LN00006255,CUST0000813,BR0002,HomeLoan,1011907.74,838132.32,15.33,3080.22,120,2025-01-26,Active,0
LN00006256,CUST0003845,BR0035,PersonalLoan,386763.94,455316.36,15.78,8894.16,84,2025-11-27,Active,0
LN00006257,CUST0005350,BR0009,PersonalLoan,1063667.95,88773.33,6.98,2684.23,12,2019-12-22,Closed,0
LN00006258,CUST0005638,BR0016,PersonalLoan,221605.83,133774.3,14.21,7185.81,48,2021-02-11,Active,0
LN00006259,CUST0000055,BR0037,HomeLoan,18631.85,52040.13,9.54,6383.42,60,2024-08-28,NPA,0
LN00006260,CUST0006018,BR0013,HomeLoan,98613.23,42258.13,9.84,2395.01,48,2025-11-11,Closed,0
LN00006261,CUST0002575,BR0013,PersonalLoan,24601.95,74685.72,11.53,5812.41,60,2019-08-22,NPA,0
LN00006262,CUST0009070,BR0020,AutoLoan,2864387.95,8373.12,11.03,1035.38,36,2019-10-10,NPA,0
LN00006263,CUST0002374,BR0047,PersonalLoan,1781354.31,148729.83,15.74,3547.34,60,2024-02-19,Active,0
LN00006264,CUST0005910,BR0047,HomeLoan,133980.36,65748.82,9.85,3181.52,120,2019-05-02,Active,0
LN00006265,CUST0007693,BR0030,PersonalLoan,88062.66,5351.3,12.25,1346.5,60,2022-02-19,Active,68
LN00006266,CUST0006019,BR0013,HomeLoan,664329.27,249255.31,14.9,7069.87,120,2025-08-15,Active,55
LN00006267,CUST0004025,BR0019,PersonalLoan,248133.56,83646.55,7.93,2897.63,84,2020-10-12,Active,0
LN00006268,CUST0008744,BR0026,PersonalLoan,154291.07,101390.96,15.9,2246.2,36,2022-08-11,Active,0
LN00006269,CUST0007445,BR0048,PersonalLoan,265493.98,11254.6,10.5,3011.43,120,2020-04-15,Closed,0
LN00006270,CUST0002017,BR0041,AutoLoan,310387.59,60012.63,6.94,8250.17,48,2019-05-12,Active,0
LN00006271,CUST0008638,BR0012,HomeLoan,8977.24,26375.79,12.55,6221.79,60,2019-06-16,Closed,0
LN00006272,CUST0007911,BR0042,EducationLoan,1540808.28,3881.03,12.49,2247.39,240,2023-09-29,NPA,0
LN00006273,CUST0007891,BR0014,EducationLoan,155596.72,143479.19,9.07,5157.93,240,2025-08-02,Active,0
LN00006274,CUST0006656,BR0023,AutoLoan,412137.01,96622.56,9.2,17324.05,84,2024-10-22,Active,0
LN00006275,CUST0004514,BR0030,HomeLoan,142985.01,381610.67,14.77,1706.55,12,2020-01-10,Active,0
LN00006276,CUST0005313,BR0037,AutoLoan,351302.92,104456.19,12.2,11548.24,60,2025-04-16,Active,0
LN00006277,CUST0000620,BR0015,HomeLoan,279214.42,1569499.17,9.01,3258.25,60,2024-07-06,Closed,0
LN00006278,CUST0006635,BR0006,HomeLoan,138622.66,13377.63,12.13,1567.2,12,2021-01-10,NPA,79
LN00006279,CUST0000775,BR0024,GoldLoan,217543.33,26142.4,11.15,6097.17,12,2021-03-22,Active,0
LN00006280,CUST0004550,BR0017,HomeLoan,86093.84,55968.26,13.6,14807.76,84,2025-05-05,Closed,0
LN00006281,CUST0002076,BR0013,HomeLoan,217584.91,43861.1,6.53,2244.89,36,2025-05-20,Active,21
LN00006282,CUST0000022,BR0031,HomeLoan,353313.42,48098.8,15.07,4267.92,12,2023-10-01,Active,0
LN00006283,CUST0006795,BR0002,HomeLoan,418365.03,24968.83,14.68,2690.9,24,2020-07-28,Active,0
LN00006284,CUST0009280,BR0009,HomeLoan,174281.48,72599.08,15.83,6211.59,84,2023-02-24,Closed,0
LN00006285,CUST0000473,BR0014,PersonalLoan,210494.84,554488.16,15.99,1599.67,240,2020-06-08,Active,0
LN00006286,CUST0007711,BR0030,AutoLoan,147954.84,16438.59,10.27,3863.62,48,2026-02-15,Restructured,0
LN00006287,CUST0008559,BR0007,PersonalLoan,234441.02,31058.65,10.17,2437.46,84,2023-10-22,NPA,0
LN00006288,CUST0006815,BR0037,GoldLoan,1480666.94,245198.82,10.5,3120.12,48,2020-11-03,Active,0
LN00006289,CUST0002438,BR0022,PersonalLoan,674969.71,8091.2,7.06,3445.49,180,2024-08-19,Active,0
LN00006290,CUST0008465,BR0006,PersonalLoan,292030.67,70336.82,14.34,3645.13,60,2022-09-27,NPA,0
LN00006291,CUST0009879,BR0040,HomeLoan,493986.42,73217.57,15.33,9328.48,36,2022-09-10,NPA,0
LN00006292,CUST0007998,BR0008,AutoLoan,162930.75,32780.07,14.2,2226.6,180,2023-06-11,Active,0
LN00006293,CUST0002211,BR0001,PersonalLoan,57686.12,24268.12,16.03,3829.28,120,2022-08-05,Active,0
LN00006294,CUST0005055,BR0019,PersonalLoan,26409.93,102173.89,10.12,6366.21,84,2019-10-31,Active,0
LN00006295,CUST0005351,BR0012,EducationLoan,63710.81,473869.81,9.37,1715.61,12,2019-10-25,Active,0
LN00006296,CUST0001345,BR0006,HomeLoan,312999.46,32556.76,8.71,1002.6,180,2025-08-21,Active,0
LN00006297,CUST0008837,BR0034,AutoLoan,126397.34,128330.44,16.0,1810.22,180,2022-10-19,Active,0
LN00006298,CUST0001257,BR0037,AutoLoan,50981.2,25762.91,16.18,4735.8,48,2023-04-12,NPA,0
LN00006299,CUST0002250,BR0008,EducationLoan,33447.32,8081.7,11.93,5110.03,60,2026-01-11,Active,0
LN00006300,CUST0008038,BR0046,HomeLoan,214633.08,54330.73,14.51,9867.9,84,2022-09-08,Closed,0
LN00006301,CUST0002141,BR0010,AutoLoan,92536.95,30020.57,6.87,10353.39,24,2019-06-14,Active,0
LN00006302,CUST0006152,BR0019,AutoLoan,91275.37,161447.46,8.74,13656.99,36,2025-02-19,Active,160
LN00006303,CUST0001526,BR0042,AutoLoan,30117.56,340859.18,9.95,14124.76,12,2019-06-16,Active,0
LN00006304,CUST0006682,BR0002,HomeLoan,13776.31,40952.17,12.09,3958.14,240,2025-10-30,Active,0
LN00006305,CUST0001794,BR0033,PersonalLoan,425977.78,33747.59,16.05,16407.57,180,2019-09-15,Closed,0
LN00006306,CUST0003377,BR0042,HomeLoan,557026.62,6943.12,11.46,4804.42,84,2025-02-11,Active,0
LN00006307,CUST0003747,BR0004,AutoLoan,266303.21,137556.18,9.99,7539.47,60,2024-06-07,Active,0
